Minutes,Hour Began,Customers Affected,Latitude,Mean Elevation ,AvgAnnualPrecipitationIn,TempAvg,TempAvgHighF,TempAvgLowF,
0,23,127000,39.8942,795,43.6,51.7,62.5,42.2,[0] 0
0,19,60000,44.3467,900,33.9,44.4,55,35.3,[1] 0
0,19,50001,35.858,900,55.1,57.6,69.4,47.5,[0] 0
0,0,153555,37.1841,2900,22.3,59.4,71.5,46.5,[1] 0
0,15,104027,34.8938,650,52.5,60.4,71.8,50.2,[0] 0
0,18,93000,37.1841,2900,22.3,59.4,71.5,46.5,[0] 0
0,20,115000,44.3467,900,33.9,44.4,55,35.3,[0] 0
0,4,68200,46.2807,1200,28.6,41.2,51.9,31.4,[0] 0
0,22,121000,40.0417,600,40.7,51.8,62.7,42.6,[0] 0
0,5,57000,32.6415,600,50.4,63.5,75.6,52.7,[0] 0
0,18,44000,35.5557,700,50.8,59,70.5,48.6,[0] 0
0,17,126700,37.1841,2900,22.3,59.4,71.5,46.5,[0] 0
0,3,82000,38.3566,800,28.6,41.2,51.9,31.4,[0] 0
0,21,84000,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,12,154832,33.9169,350,48.3,62.4,74.7,52,[0] 0
0,18,137216,40.8781,1100,45,48.8,59.7,39.2,[0] 0
0,20,94231,43.9336,3300,32.1,48.4,59.4,36.4,[0] 0
0,14,90000,44.3467,900,33.9,44.4,55,35.3,[0] 0
0,5,214864,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,5,78000,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,16,175000,37.5215,950,45.8,55.1,66.9,45.1,[0] 0
0,3,50000,35.5557,700,50.8,59,70.5,48.6,[0] 0
0,22,82045,34.8938,650,52.5,60.4,71.8,50.2,[0] 0
0,15,90354,44.3467,900,33.9,44.4,55,35.3,[0] 0
0,16,60000,37.5215,950,45.8,55.1,66.9,45.1,[0] 0
0,19,22400,38.4937,2000,35.6,47.8,58.5,38.1,[0] 0
0,12,51289,35.5557,700,50.8,59,70.5,48.6,[0] 0
0,9,21000,47.3826,1700,43.2,48.3,57,37.6,[0] 0
0,18,102267,37.1841,2900,22.3,59.4,71.5,46.5,[0] 0
0,11,85000,44.3467,900,33.9,44.4,55,35.3,[0] 0
0,20,88000,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,23,125000,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,18,63289,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,14,81503,40.8781,1100,45,48.8,59.7,39.2,[0] 0
0,21,71500,40.0417,600,40.7,51.8,62.7,42.6,[0] 0
0,16,180400,40.0417,600,40.7,51.8,62.7,42.6,[0] 0
0,16,190000,37.5215,950,45.8,55.1,66.9,45.1,[0] 0
0,18,57054,40.2862,850,41.1,50.7,61.7,41.6,[0] 0
0,23,45000,42.9538,1000,43.5,45.4,55.9,36.1,[0] 0
0,20,57531,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,19,120001,40.8781,1100,45,48.8,59.7,39.2,[0] 0
0,7,79000,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
0,14,284256,35.5557,700,50.8,59,70.5,48.6,[0] 0
0,19,283451,40.0417,600,40.7,51.8,62.7,42.6,[1] 0
0,19,71000,37.1841,2900,22.3,59.4,71.5,46.5,[0] 0
0,17,250000,46.2807,1200,28.6,41.2,51.9,31.4,[0] 0
0,19,150084,37.5215,950,45.8,55.1,66.9,45.1,[0] 0
0,22,185434,37.1841,2900,22.3,59.4,71.5,46.5,[0] 0
0,17,72707,31.0689,100,59.7,66.4,77.5,56.7,[0] 0
0,19,140932,31.4757,1700,28.6,64.8,78.1,53.5,[0] 0
1,12,70000,38.3566,800,43.5,54.5,66,44.5,[1] 1
1,14,109335,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,5,152261,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,0,180000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,0,200717,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,22,264000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,2,284000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,17,52,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,16,54000,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,23,150000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,12,57000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,10,81406,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,22,265000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,12,300000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,20,300000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,15,41306,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,18,95400,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,16,67893,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,21,280982,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,3,175000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,17,238015,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,17,70000,46.2807,1200,28.6,41.2,51.9,31.4,[1] 1
1,18,113000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,5,125000,38.9972,6800,22.3,59.4,71.5,46.5,[1] 1
1,15,72353,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,21,300000,40.0417,600,40.7,51.8,62.7,42.6,[1] 1
1,20,60000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,23,92748,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,8,165000,28.6305,100,54.4,70.7,81.9,60.9,[1] 1
1,9,173746,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,9,50000,31.0689,100,59.7,66.4,77.5,56.7,[1] 1
1,0,105000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,9,95000,31.0689,100,59.7,66.4,77.5,56.7,[1] 1
1,22,153000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,2,236100,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,7,25000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,6,114402,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,6,55609,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,2,90000,32.7794,500 ,56.9,62.8,75,52.2,[1] 1
1,16,215387,39.8942,795,43.6,51.7,62.5,42.2,[1] 1
1,8,233000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,19,100000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,1,80000,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,23,108000,39.055,350,45.2,54.2,65.4,45.4,[1] 1
1,17,162000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,21,186035,32.6415,600,50.4,63.5,75.6,52.7,[1] 1
1,6,125987,35.5557,700,50.8,59,70.5,48.6,[1] 1
1,22,60000,39.055,350,45.2,54.2,65.4,45.4,[1] 1
1,18,218783,32.6415,600,50.4,63.5,75.6,52.7,[1] 1
1,0,73000,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,20,60000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,17,219000,42.2596,500,45.2,54.2,65.4,45.4,[1] 1
1,1,8000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,15,68000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,0,111000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,16,50000,40.1907,250,47.9,43.8,54.7,33.3,[1] 1
1,20,51000,34.8938,650,52.5,60.4,71.8,50.2,[1] 1
1,8,230000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,23,87000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,21,122921,40.0417,600,40.7,51.8,62.7,42.6,[1] 1
1,15,175000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,5,86000,40.2862,850,41.1,50.7,61.7,41.6,[1] 1
1,19,71000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,23,70000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,9,100000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,7,233000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,18,50000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,1,50100,33.9169,350,48.3,62.4,74.7,52,[1] 1
1,17,80000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,16,190000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,23,50465,33.9169,350,48.3,62.4,74.7,52,[1] 1
1,23,220000,39.055,350,45.2,54.2,65.4,45.4,[1] 1
1,9,788,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,19,52739,37.5215,950,45.8,55.1,66.9,45.1,[1] 1
1,6,59000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,14,250000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,20,61795,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,13,64000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,22,140000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,17,200000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,23,105000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,19,136000,35.5557,700,50.8,59,70.5,48.6,[1] 1
1,22,110000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,20,110000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,18,56000,39.8942,795,43.6,51.7,62.5,42.2,[1] 1
1,11,90000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,23,190000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,19,132200,31.0689,100,59.7,66.4,77.5,56.7,[1] 1
1,0,75000,28.6305,100,54.4,70.7,81.9,60.9,[1] 1
1,4,140000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,20,54000,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,16,35257,32.6415,600,50.4,63.5,75.6,52.7,[1] 1
1,15,52500,45.3695,600,45.5,41,51.9,31.7,[1] 1
1,17,62000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,7,62159,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,21,140000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,2,285465,35.5557,700,50.8,59,70.5,48.6,[1] 1
1,15,57327,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,3,38500,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,19,57000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,3,213000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,20,60000,46.2807,1200,28.6,41.2,51.9,31.4,[1] 1
1,3,168000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,23,130000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,17,84987,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,18,116937,28.6305,100,54.4,70.7,81.9,60.9,[1] 1
1,17,66000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,22,74300,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,22,81227,37.5215,950,45.8,55.1,66.9,45.1,[1] 1
1,2,121000,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,17,138802,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,13,233136,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,18,103000,35.5557,700,43.5,45.4,55.9,36.1,[1] 1
1,9,73717,43.9336,3300,32.1,48.4,59.4,36.4,[1] 1
1,18,13000,34.8938,650,52.5,60.4,71.8,50.2,[1] 1
1,19,80000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,1,72520,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,19,201208,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,16,61705,39.8942,795,43.6,51.7,62.5,42.2,[1] 1
1,13,75065,39.8942,795,43.6,51.7,62.5,42.2,[1] 1
1,17,68000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,20,50000,41.6762,200,49.1,50.1,60,41.3,[1] 1
1,12,186154,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,18,127000,37.5215,950,45.8,55.1,66.9,45.1,[1] 1
1,15,54290,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,17,65000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,20,260000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,22,61000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,3,146500,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,12,200000,35.5557,700,50.8,59,70.5,48.6,[1] 1
1,3,230000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,9,61000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,19,170000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,21,89000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,20,67900,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,11,130000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,6,64500,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,16,150000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,15,111393,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,19,65000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,11,50000,44.6243,1050,34.1,43.1,54,33.7,[1] 1
1,15,99188,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,22,141000,39.8942,795,43.6,51.7,62.5,42.2,[1] 1
1,20,214000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,16,68430,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,16,72896,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,12,107000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,21,104000,37.5215,950,45.8,55.1,66.9,45.1,[1] 1
1,16,53630,39.055,350,45.2,54.2,65.4,45.4,[1] 1
1,14,68339,40.2862,850,41.1,50.7,61.7,41.6,[0] 1
1,2,133777,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,22,95300,39.8942,795,43.6,51.7,62.5,42.2,[1] 1
1,22,188000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,5,173879,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,19,103779,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,12,160000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,15,197740,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,18,298165,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,14,7500,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,18,118631,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,19,87000,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,16,61705,39.8942,795,43.6,51.7,62.5,42.2,[1] 1
1,16,216800,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,17,95600,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,0,107833,40.2862,850,41.1,50.7,61.7,41.6,[1] 1
1,21,130000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,15,111591,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,13,56444,38.3566,800,43.5,54.5,66,44.5,[1] 1
1,18,68000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,12,150000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,18,261043,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,11,120124,33.9169,350,48.3,62.4,74.7,52,[1] 1
1,12,200000,40.0417,600,40.7,51.8,62.7,42.6,[1] 1
1,18,234326,39.055,350,45.2,54.2,65.4,45.4,[1] 1
1,6,140735,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,17,65000,38.9896,60,45.9,55.3,66.1,46.3,[1] 1
1,10,29942,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,20,164000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,11,75000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,18,69000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,16,50000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,16,75000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,20,182000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,16,50000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,17,71000,38.6409,1500,47.1,51.8,63.5,41.7,[1] 1
1,2,219306,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,20,50000,42.2596,500,48.6,47.9,58.8,38.7,[1] 1
1,10,255000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,14,73000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,18,116800,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,11,63000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,3,107344,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,15,249322,40.2862,850,41.1,50.7,61.7,41.6,[1] 1
1,18,127000,35.5889,1300,36.4,59.6,72.3,48.3,[1] 1
1,15,145000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,2,39659,32.6415,600,50.4,63.5,75.6,52.7,[1] 1
1,1,144000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,18,200000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,14,116818,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,14,175000,40.2862,850,41.1,50.7,61.7,41.6,[1] 1
1,14,105000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,3,77600,32.7794,500 ,56.9,62.8,75,52.2,[1] 1
1,3,193000,46.2807,1200,28.6,41.2,51.9,31.4,[1] 1
1,22,50000,31.0689,100,59.7,66.4,77.5,56.7,[1] 1
1,12,146721,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,8,169250,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,19,124000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,17,210000,39.055,350,45.2,54.2,65.4,45.4,[1] 1
1,16,36384,44.3509,5000,50.4,63.5,75.6,52.7,[1] 1
1,23,128000,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,18,91315,31.0689,100,59.7,66.4,77.5,56.7,[0] 1
1,13,175000,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,4,115830,37.1841,2900,22.3,59.4,71.5,46.5,[0] 1
1,12,217000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,5,50000,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,11,250000,47.3826,1700,43.2,48.3,57,37.6,[1] 1
1,13,55097,37.5215,950,45.8,55.1,66.9,45.1,[1] 1
1,11,161151,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,7,99700,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,0,91690,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,3,50000,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,14,76120,42.9538,1000,43.5,45.4,55.9,36.1,[1] 1
1,17,197166,44.3467,900,33.9,44.4,55,35.3,[1] 1
1,18,263000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,5,50000,31.0689,100,59.7,66.4,77.5,56.7,[1] 1
1,18,265000,38.6409,1500,47.1,51.8,63.5,41.7,[1] 1
1,1,205000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,17,216000,35.858,900,55.1,57.6,69.4,47.5,[1] 1
1,2,117900,37.1841,2900,22.3,59.4,71.5,46.5,[1] 1
1,16,50000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,21,300187,43.9336,3300,32.1,48.4,59.4,36.4,[1] 1
1,14,197000,40.1907,250,47.6,52.7,63.6,43.6,[1] 1
1,18,220400,31.4757,1700,28.6,64.8,78.1,53.5,[1] 1
1,8,50000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
1,16,55000,28.6305,100,54.4,70.7,81.9,60.9,[1] 1
1,16,270000,40.8781,1100,45,48.8,59.7,39.2,[1] 1
